Hardware Manager.inputs.Keyboard_1.inform; Hardware Manager.inputs.Keyboard_1.intervene; Carla Interface.time; Carla Interface.agents.My Vehicle_1.transform; Carla Interface.agents.Ego Vehicle_1.transform
False; False; 0; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]; [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
False; False; 0; [-513.8351440429688, 160.65956115722656, 0.30574941635131836, 90.00021362304688, -0.1290564239025116, -0.15927119553089142]; [237.9475860595703, -119.03042602539062, 0.0074487305246293545, -0.00042724609375, 0.23165267705917358, -6.103515261202119e-05]
